age_group,max-amount-ind,min-amount-ind,max-prob-ind,max-prob-max-amount,min-prob-ind,min-prob-min-amount
0&1,0.266666666667,0.0,0.0,0.0222222222222,0.0,0.0
2&3,0.236363636364,0.0181818181818,0.0,0.0,0.0,0.0
4&5,0.09375,0.0,0.0,0.03125,0.03125,0.0
U,0.0392156862745,0.0,0.0,0.0,0.0,0.0
