grade,max-amount-ind,min-amount-ind,max-prob-ind,max-prob-max-amount,min-prob-ind,min-prob-min-amount
0,0.294117647059,0.0,0.0,0.0,0.0,0.0
1,0.25,0.0,0.0,0.0357142857143,0.0,0.0
2,0.269230769231,0.0384615384615,0.0,0.0,0.0,0.0
3,0.206896551724,0.0,0.0,0.0,0.0,0.0
4,0.105263157895,0.0,0.0,0.0,0.0526315789474,0.0
5,0.0769230769231,0.0,0.0,0.0769230769231,0.0,0.0
14,0.0392156862745,0.0,0.0,0.0,0.0,0.0
